"","beta","HR (95% CI for HR)","wald.test","p.value"
"G10695","0.42","1.5 (0.28-8.4)","0.23","0.63"
"G9522","0.63","1.9 (0.89-4)","2.7","0.098"
"G151477","0.3","1.3 (0.067-27)","0.04","0.85"
"G3038","0.67","2 (0.65-5.9)","1.4","0.23"
"G2249","-0.89","0.41 (0.039-4.4)","0.54","0.46"
"G169026","0.01","1 (0.16-6.4)","0","0.99"
"G142937","1.5","4.4 (1.2-16)","4.8","0.028"
"G439933","1.3","3.8 (0.053-280)","0.38","0.54"
"G160140","-0.12","0.88 (0.22-3.5)","0.03","0.86"
"G284418","1.8","6 (0.49-74)","2","0.16"
"G120065","0.42","1.5 (0.28-8.4)","0.23","0.63"
"G143241","1.3","3.7 (0.1-140)","0.51","0.47"
"G246778","0.028","1 (0.1-11)","0","0.98"
"G132141","1.6","5.1 (0.044-590)","0.45","0.5"
"G245938","-0.91","0.4 (0.045-3.6)","0.66","0.42"
"G280664","0.092","1.1 (0.64-1.9)","0.11","0.74"
"G245908","-1.3","0.27 (0.024-2.9)","1.2","0.28"
"G504180","-1.3","0.27 (0.024-2.9)","1.2","0.28"
"G5314","1.1","3 (0.34-25)","0.97","0.32"
"G168507","-2.1","0.13 (0.001-16)","0.7","0.4"
"G139378","3.7","41 (1.7-1000)","5.2","0.023"
"G10178","-0.13","0.87 (0.52-1.5)","0.25","0.62"
"G254958","0.052","1.1 (0.21-5.2)","0","0.95"
"G138474","0.5","1.6 (0.33-8.2)","0.37","0.54"
"G129684","0.2","1.2 (0.087-17)","0.02","0.88"
"G9401","0.47","1.6 (0.7-3.7)","1.2","0.27"
"G165082","0.29","1.3 (0.028-63)","0.02","0.88"
"G117532","-0.37","0.69 (0.11-4.4)","0.15","0.7"
"G140771","1.1","2.9 (0.59-14)","1.7","0.19"
"G23299","-0.078","0.93 (0.19-4.6)","0.01","0.92"
"G114026","-3.1","0.045 (0.00046-4.5)","1.7","0.19"
"G79400","-2","0.14 (0.0095-2.1)","2","0.15"
"G282706","2.5","12 (0.15-900)","1.2","0.27"
"G57211","0.33","1.4 (0.57-3.4)","0.51","0.47"
"G56062","-2","0.14 (0.0064-3)","1.6","0.21"
"G165829","2.1","8 (0.34-190)","1.7","0.2"
"G6821","0.34","1.4 (0.43-4.6)","0.33","0.57"
"G221393","0.45","1.6 (0.77-3.2)","1.5","0.22"
"G133396","0.55","1.7 (0.68-4.4)","1.3","0.25"
"G94122","0.087","1.1 (0.64-1.8)","0.1","0.75"
"G10806","0.63","1.9 (0.45-7.8)","0.75","0.38"
"G222611","0.11","1.1 (0.075-17)","0.01","0.93"
"G6854","-2.2","0.12 (0.0027-4.9)","1.3","0.26"
"G136371","-0.08","0.92 (0.034-25)","0","0.96"
"G170572","-0.57","0.57 (0.066-4.9)","0.26","0.61"
"G84807","1.1","2.9 (0.43-19)","1.2","0.28"
"G146722","0.031","1 (0.59-1.8)","0.01","0.91"
"G84694","0.18","1.2 (0.25-5.6)","0.05","0.82"
"G7483","-0.021","0.98 (0.24-4)","0","0.98"
"G64090","1.2","3.2 (0.34-30)","1","0.31"
"G8396","0.3","1.4 (0.05-36)","0.03","0.86"
"G113746","0.24","1.3 (0.19-8.7)","0.06","0.8"
"G164237","-0.36","0.7 (0.034-14)","0.06","0.81"
"G256369","3.6","37 (0.4-3400)","2.4","0.12"
"G162394","0.47","1.6 (0.65-4)","1.1","0.3"
"G89777","-0.29","0.75 (0.079-7.1)","0.06","0.8"
"G126326","-0.52","0.6 (0.045-8)","0.15","0.7"
"G114771","0.96","2.6 (0.55-13)","1.4","0.23"
"G85481","0.41","1.5 (0.15-15)","0.12","0.73"
"G89883","-0.17","0.84 (0.069-10)","0.02","0.89"
"G116255","0.12","1.1 (0.18-6.9)","0.02","0.9"
"G27201","-0.041","0.96 (0.17-5.4)","0","0.96"
"G132243","0.082","1.1 (0.13-8.9)","0.01","0.94"
"G134860","-0.36","0.7 (0.12-4.1)","0.16","0.69"
"G114814","-0.37","0.69 (0.072-6.6)","0.1","0.75"
"G91977","0.5","1.7 (0.28-9.9)","0.3","0.58"
"G149428","0.42","1.5 (0.86-2.7)","2.1","0.15"
"G140456","-0.063","0.94 (0.13-6.7)","0","0.95"
"G266553","0.048","1 (0.0052-210)","0","0.99"
"G121214","-0.13","0.88 (0.15-5.2)","0.02","0.89"
"G120066","-1.9","0.15 (0.014-1.5)","2.6","0.11"
"G135644","-0.59","0.55 (0.064-4.8)","0.29","0.59"
"G286828","0.42","1.5 (0.097-24)","0.09","0.77"
"G128488","-0.27","0.76 (0.12-4.8)","0.08","0.77"
"G155051","-0.99","0.37 (0.094-1.5)","2","0.16"
"G147323","1.3","3.6 (0.14-92)","0.61","0.43"
"G143501","-1.6","0.2 (0.011-3.7)","1.2","0.28"
"G84322","-3.4","0.034 (0.0013-0.85)","4.2","0.04"
"G10018","0.4","1.5 (0.19-12)","0.14","0.71"
"G245932","-0.1","0.9 (0.17-4.9)","0.01","0.91"
"G255061","0.14","1.2 (0.56-2.4)","0.15","0.7"
"G729220","0.39","1.5 (0.49-4.4)","0.48","0.49"
"G200765","0.33","1.4 (0.55-3.5)","0.49","0.48"
"G54890","-0.24","0.79 (0.11-5.8)","0.05","0.81"
"G26112","-0.49","0.61 (0.35-1.1)","3","0.081"
"G4799","-0.58","0.56 (0.12-2.6)","0.54","0.46"
"G1829","0.44","1.6 (0.84-2.9)","2","0.16"
"G134553","-0.097","0.91 (0.3-2.8)","0.03","0.86"
"G89890","-0.45","0.64 (0.3-1.4)","1.4","0.24"
"G1024","0.6","1.8 (0.54-6.1)","0.94","0.33"
"G5753","-0.28","0.76 (0.39-1.5)","0.7","0.4"
"G85407","-0.39","0.68 (0.14-3.2)","0.24","0.62"
"G11329","1.2","3.2 (0.59-18)","1.8","0.18"
"G117145","0.56","1.7 (0.63-4.8)","1.2","0.28"
"G63967","0.52","1.7 (0.16-17)","0.19","0.66"
"G57786","0.35","1.4 (0.57-3.6)","0.57","0.45"
"G284403","0.08","1.1 (0.23-5)","0.01","0.92"
"G221074","-7.5","0.00053 (1.3e-06-0.21)","6.1","0.014"
"G165918","-0.013","0.99 (0.13-7.7)","0","0.99"
"G79987","-0.91","0.4 (0.014-11)","0.28","0.59"
"G652276","0.63","1.9 (0.38-9.4)","0.59","0.44"
"G2626","0.36","1.4 (0.06-34)","0.05","0.82"
"G123036","-0.47","0.63 (0.32-1.2)","1.9","0.17"
"G203228","0.24","1.3 (0.45-3.5)","0.2","0.65"
"G130535","-2.1","0.13 (0.014-1.1)","3.4","0.064"
"G8462","0.52","1.7 (0.61-4.6)","1","0.31"
"G126549","1.2","3.4 (1.1-10)","4.6","0.031"
"G55558","0.23","1.3 (0.3-5.3)","0.1","0.75"
"G53918","0.089","1.1 (0.11-11)","0.01","0.94"
"G144811","-0.13","0.88 (0.2-4)","0.03","0.87"
"G202020","-0.26","0.77 (0.4-1.5)","0.61","0.43"
"G152405","-0.58","0.56 (0.081-3.9)","0.34","0.56"
"G202151","1.8","5.8 (0.36-95)","1.6","0.21"
"G23161","1.1","2.9 (0.94-9.3)","3.4","0.064"
"G221656","0.89","2.4 (1.3-4.7)","6.9","0.0087"
"G245972","0.086","1.1 (0.45-2.7)","0.04","0.85"
"G89884","-1.3","0.28 (0.02-3.9)","0.89","0.35"
"G84984","0.26","1.3 (0.38-4.5)","0.17","0.68"
"G8701","0.32","1.4 (0.6-3.1)","0.58","0.45"
"G148137","-0.69","0.5 (0.1-2.4)","0.74","0.39"
"G113622","-0.31","0.74 (0.092-5.9)","0.08","0.77"
"G11276","0.3","1.3 (0.18-9.8)","0.09","0.77"
"G64403","1.2","3.4 (0.32-37)","1","0.31"
"G51091","-0.32","0.73 (0.17-3.1)","0.19","0.67"
"G2901","0.17","1.2 (0.06-24)","0.01","0.91"
"G164312","0.054","1.1 (0.78-1.4)","0.12","0.73"
"G27153","1.1","3.1 (0.17-58)","0.58","0.45"
"G57158","-2.3","0.098 (0.0037-2.6)","1.9","0.17"
"G8654","-0.54","0.58 (0.053-6.4)","0.19","0.66"
"G117157","-2.3","0.1 (0.0073-1.4)","3","0.084"
"G6753","-0.7","0.5 (0.025-10)","0.21","0.65"
"G171019","0.2","1.2 (0.33-4.6)","0.09","0.76"
"G64794","0.81","2.2 (0.1-50)","0.26","0.61"
"G89766","0.024","1 (0.79-1.3)","0.03","0.86"
"G158158","-0.13","0.88 (0.39-2)","0.09","0.76"
"G117583","0.38","1.5 (0.08-27)","0.07","0.8"
"G667","0.69","2 (0.39-10)","0.68","0.41"
"G126068","0.64","1.9 (0.44-8.3)","0.73","0.39"
"G257194","0.074","1.1 (0.35-3.3)","0.02","0.9"
"G115352","-1.6","0.2 (0.065-0.63)","7.7","0.0056"
"G138009","-0.66","0.52 (0.088-3.1)","0.52","0.47"
"G219736","-0.86","0.42 (0.11-1.7)","1.5","0.22"
"G253868","-0.11","0.9 (0.086-9.4)","0.01","0.93"
"G285598","1.1","3 (0.25-36)","0.74","0.39"
"G84900","-0.036","0.97 (0.41-2.2)","0.01","0.93"
"G162282","0.029","1 (0.35-3.1)","0","0.96"
"G196374","-1.4","0.26 (0.016-4.1)","0.91","0.34"
"G79741","-1.2","0.29 (0.01-8.3)","0.52","0.47"
"G7592","0.59","1.8 (0.44-7.4)","0.68","0.41"
"G84450","0.22","1.2 (0.4-3.9)","0.15","0.7"
"G9949","0.91","2.5 (0.8-7.7)","2.5","0.11"
"G150864","0.47","1.6 (0.46-5.6)","0.55","0.46"
"G147949","1","2.7 (0.14-55)","0.43","0.51"
"G165140","1.1","3 (0.051-180)","0.28","0.6"
"G7798","-1.8","0.16 (0.021-1.2)","3","0.08"
"G7626","-1.2","0.31 (0.056-1.7)","1.8","0.18"
"G145978","-0.21","0.81 (0.091-7.3)","0.03","0.85"
"G54014","0.83","2.3 (0.76-7)","2.2","0.14"
"G220388","1.2","3.2 (0.77-14)","2.6","0.11"
"G137209","-0.35","0.71 (0.23-2.1)","0.39","0.53"
"G151393","-0.89","0.41 (0.079-2.2)","1.1","0.3"
"G170692","-1.2","0.31 (0.051-1.8)","1.7","0.19"
"G56135","-0.3","0.74 (0.3-1.8)","0.44","0.51"
"G147746","-2.7","0.069 (0.005-0.96)","4","0.047"
"G220108","2.1","7.8 (0.24-260)","1.3","0.25"
"G286183","1.2","3.4 (0.13-88)","0.54","0.46"
"G80760","-0.12","0.88 (0.35-2.2)","0.07","0.79"
"G2187","0.66","1.9 (0.15-25)","0.25","0.62"
"G84197","-0.35","0.71 (0.16-3.2)","0.2","0.65"
"G163051","-0.44","0.65 (0.032-13)","0.08","0.78"
"G284001","-2.7","0.07 (0.0017-2.9)","2","0.16"
"G27127","1.3","3.6 (0.48-27)","1.6","0.21"
"G254065","0.2","1.2 (0.098-15)","0.02","0.88"
"G92591","0.079","1.1 (0.2-6)","0.01","0.93"
"G139599","0.0026","1 (0.15-6.8)","0","1"
"G147664","-1.5","0.23 (0.012-4.5)","0.93","0.33"
"G89792","-0.85","0.43 (0.048-3.8)","0.58","0.45"
"G146512","1.3","3.5 (0.59-21)","1.9","0.17"
"G151254","2.8","16 (1.4-190)","5","0.026"
"G2837","-0.048","0.95 (0.16-5.6)","0","0.96"
"G124590","0.45","1.6 (0.35-7)","0.34","0.56"
"G6853","-0.57","0.56 (0.13-2.4)","0.58","0.44"
"G151295","0.25","1.3 (0.19-9)","0.07","0.8"
"G246175","1","2.8 (0.57-13)","1.6","0.21"
"G162494","-0.19","0.83 (0.057-12)","0.02","0.89"
"G255403","0.68","2 (0.36-11)","0.61","0.44"
"G57609","-0.02","0.98 (0.21-4.5)","0","0.98"
"G206358","-0.2","0.82 (0.035-19)","0.02","0.9"
"G154007","0.38","1.5 (0.54-4)","0.54","0.46"
"G147741","0.79","2.2 (0.25-20)","0.5","0.48"
"G25914","-0.37","0.69 (0.062-7.8)","0.09","0.77"
"G153579","0.31","1.4 (0.19-10)","0.09","0.76"
"G150962","-0.82","0.44 (0.046-4.2)","0.51","0.47"
"G257068","-0.81","0.44 (0.12-1.6)","1.5","0.22"
"G150147","0.86","2.4 (0.34-16)","0.76","0.38"
"G89782","2.4","11 (2.8-45)","12","0.00066"
"G144715","-0.62","0.54 (0.027-11)","0.17","0.68"
"G148254","0.3","1.4 (0.077-24)","0.04","0.84"
"G222950","-1.1","0.32 (0.031-3.3)","0.93","0.34"
"G124923","0.16","1.2 (0.54-2.5)","0.16","0.69"
"G117195","1.1","2.9 (0.41-21)","1.2","0.28"
"G154664","-0.27","0.76 (0.42-1.4)","0.78","0.38"
"G84873","-0.64","0.53 (0.03-9.3)","0.19","0.66"
"G1441","-0.21","0.81 (0.35-1.9)","0.23","0.63"
"G146723","-1","0.36 (0.0027-48)","0.17","0.68"
"G574029","-0.13","0.88 (0.26-2.9)","0.04","0.84"
"G160851","1.3","3.8 (0.95-15)","3.6","0.059"
"G130827","0.64","1.9 (0.56-6.5)","1","0.3"
"G123775","-1.5","0.22 (0.03-1.7)","2.2","0.14"
"G149986","-1.6","0.2 (0.024-1.7)","2.1","0.14"
"G841","0.52","1.7 (0.5-5.6)","0.7","0.4"
"G151056","-2.8","0.062 (0.0016-2.3)","2.3","0.13"
"G284756","-0.064","0.94 (0.68-1.3)","0.15","0.7"
"G6526","0.19","1.2 (0.61-2.4)","0.28","0.6"
"G124602","-0.78","0.46 (0.046-4.6)","0.44","0.51"
"G200172","-1.2","0.3 (0.024-3.7)","0.87","0.35"
"G27197","0.14","1.2 (0.27-4.9)","0.04","0.85"
"G158787","-0.83","0.43 (0.054-3.5)","0.62","0.43"
"G27199","-0.73","0.48 (0.077-3)","0.61","0.44"
"G168448","0.15","1.2 (0.012-120)","0","0.95"
"G27233","-0.73","0.48 (0.062-3.7)","0.49","0.49"
"G7003","-0.42","0.66 (0.1-4.3)","0.19","0.66"
"G117155","-0.37","0.69 (0.15-3.1)","0.23","0.63"
"G440278","-0.21","0.81 (0.18-3.7)","0.07","0.79"
"G101930343","-0.37","0.69 (0.15-3.1)","0.23","0.63"
"G134187","-0.55","0.58 (0.047-7.1)","0.18","0.67"
"G122042","-0.43","0.65 (0.013-31)","0.05","0.83"
"G222389","-0.79","0.45 (0.15-1.4)","1.9","0.16"
"G6571","0.079","1.1 (0.57-2.1)","0.06","0.81"
"G136263","-0.7","0.5 (0.02-13)","0.18","0.67"
"G126868","-1.6","0.21 (0.023-1.9)","1.9","0.17"
"G285696","0.53","1.7 (0.18-16)","0.21","0.65"
"G166968","0.92","2.5 (0.76-8.3)","2.3","0.13"
"G163859","0.89","2.4 (0.77-7.7)","2.3","0.13"
"G83650","0.78","2.2 (0.1-46)","0.25","0.62"
"G146861","-1.5","0.21 (0.0011-42)","0.33","0.57"
"G646000","0.78","2.2 (0.1-46)","0.25","0.62"
"G131669","1.7","5.3 (0.16-170)","0.89","0.35"
"G65217","-5","0.0066 (3.8e-06-12)","1.7","0.19"
"G27327","-0.14","0.87 (0.15-5.1)","0.02","0.88"
"G3742","-0.89","0.41 (0.029-5.7)","0.44","0.51"
"G196528","0.12","1.1 (0.49-2.6)","0.08","0.78"
"G205147","0.45","1.6 (0.073-33)","0.08","0.77"
"G161725","-0.27","0.77 (0.026-23)","0.02","0.88"
"G30816","-2.2","0.12 (0.0099-1.3)","3","0.085"
"G158696","0.62","1.9 (0.11-32)","0.19","0.67"
"G80028","0.15","1.2 (0.14-9.9)","0.02","0.89"
"G154386","-1.2","0.31 (0.032-3)","1","0.32"
"G285848","-0.4","0.67 (0.2-2.3)","0.42","0.52"
"G120863","3.4","31 (1.9-520)","5.7","0.017"
"G51239","0.42","1.5 (0.18-13)","0.15","0.7"
"G200539","0.15","1.2 (0.097-14)","0.01","0.9"
"G125965","-0.57","0.57 (0.12-2.7)","0.51","0.48"
"G199786","-3.2","0.04 (0.0011-1.4)","3.2","0.076"
"G284656","0.81","2.2 (0.33-15)","0.69","0.41"
"G128025","-1.5","0.22 (0.013-3.9)","1","0.3"
"G55412","-1.9","0.15 (0.0017-13)","0.68","0.41"
"G114781","1.2","3.3 (0.74-15)","2.5","0.12"
"G256957","-1.4","0.25 (0.01-6.3)","0.71","0.4"
"G165631","-0.47","0.63 (0.15-2.6)","0.42","0.52"
"G143872","-0.12","0.88 (0.18-4.3)","0.02","0.88"
"G84931","-0.052","0.95 (0.22-4)","0","0.94"
"G84879","-0.15","0.86 (0.39-1.9)","0.14","0.71"
"G472","-0.96","0.38 (0.044-3.3)","0.75","0.39"
"G221301","-0.41","0.67 (0.058-7.6)","0.11","0.74"
"G27031","-1.6","0.21 (0.053-0.84)","4.9","0.027"
"G285973","1.3","3.8 (0.98-15)","3.7","0.054"
"G254158","-4","0.018 (0.00034-0.9)","4","0.044"
"G146779","-1.1","0.33 (0.025-4.4)","0.69","0.4"
"G102724660","-1.1","0.33 (0.025-4.4)","0.69","0.4"
"G7021","-0.07","0.93 (0.21-4.1)","0.01","0.93"
"G152206","-1.8","0.16 (0.011-2.2)","1.9","0.17"
"G147081","0.48","1.6 (0.12-21)","0.13","0.71"
"G401884","0.52","1.7 (0.19-15)","0.22","0.64"
"G259249","-0.29","0.75 (0.061-9.2)","0.05","0.82"
"G3077","-0.41","0.66 (0.16-2.8)","0.32","0.57"
"G117579","1.2","3.3 (0.62-18)","2","0.16"
"G64478","1.6","4.8 (0.54-42)","2","0.16"
"G23499","0.16","1.2 (0.34-4.1)","0.07","0.8"
"G80070","-0.099","0.91 (0.026-32)","0","0.96"
"G27164","0.035","1 (0.38-2.8)","0","0.94"
"G84871","-2.1","0.13 (0.0037-4.3)","1.3","0.25"
"G80078","0.026","1 (0.74-1.4)","0.02","0.88"
"G246213","1.6","4.9 (0.46-52)","1.7","0.19"
"G283171","-0.46","0.63 (0.1-3.8)","0.25","0.61"
"G150538","-3.8","0.023 (0.00032-1.6)","3","0.083"
"G54715","-0.54","0.58 (0.077-4.4)","0.27","0.6"
"G146857","0.23","1.3 (0.57-2.8)","0.34","0.56"
"G283461","0.17","1.2 (0.092-15)","0.02","0.9"
"G149465","0.078","1.1 (0.39-3)","0.02","0.88"
"G285668","-2.2","0.11 (0.0043-2.6)","1.9","0.17"
"G170689","-1.6","0.21 (0.035-1.2)","3.1","0.079"
"G285780","-2.4","0.091 (0.0014-5.9)","1.3","0.26"
"G158263","1.6","4.9 (0.52-45)","1.9","0.16"
"G128178","0.72","2 (0.61-6.9)","1.3","0.25"
"G146183","1.3","3.8 (0.46-32)","1.6","0.21"
"G653786","1.3","3.8 (0.46-32)","1.6","0.21"
"G101060424","0.78","2.2 (0.15-31)","0.33","0.56"
"G203238","-1.3","0.26 (0.00055-130)","0.18","0.67"
"G163720","1.1","2.9 (0.11-75)","0.41","0.52"
"G147276","0.32","1.4 (0.41-4.7)","0.27","0.61"
"G283463","0.13","1.1 (0.23-5.6)","0.03","0.87"
"G127707","-0.96","0.38 (0.14-1.1)","3.3","0.069"
"G100505621","0.71","2 (0.11-37)","0.23","0.63"
"G147429","0.91","2.5 (0.055-110)","0.22","0.64"
"G85445","-0.37","0.69 (0.068-6.9)","0.1","0.75"
"G439941","-1.8","0.16 (0.0078-3.3)","1.4","0.23"
"G148345","0.017","1 (0.19-5.3)","0","0.98"
"G100996634","-0.57","0.57 (0.049-6.6)","0.2","0.65"
"G123624","0.35","1.4 (0.27-7.5)","0.17","0.68"
"G285759","-0.69","0.5 (0.037-6.8)","0.27","0.6"
"G283860","-1.1","0.35 (0.031-3.9)","0.73","0.39"
"G283847","0.82","2.3 (0.49-11)","1.1","0.3"
"G283446","-1.9","0.16 (0.012-2)","2","0.15"
"G142686","-1.8","0.16 (0.011-2.4)","1.8","0.19"
"G126638","-0.29","0.75 (0.2-2.7)","0.2","0.66"
"G100996279","-0.61","0.54 (0.049-6)","0.25","0.62"
"G196740","-0.065","0.94 (0.23-3.9)","0.01","0.93"
"G284992","1","2.8 (1.2-6.6)","5.4","0.02"
"G285051","0.4","1.5 (0.25-8.7)","0.19","0.66"
"G171483","-1.1","0.34 (0.022-5.3)","0.59","0.44"
"G286023","0.49","1.6 (0.11-23)","0.13","0.72"
"G221223","0.57","1.8 (0.21-15)","0.27","0.6"
"G286464","1.1","3 (0.22-41)","0.69","0.41"
"G347442","-1.3","0.26 (0.014-4.9)","0.8","0.37"
"G439944","-1.3","0.26 (0.014-4.9)","0.8","0.37"
"G101928481","-1.3","0.26 (0.014-4.9)","0.8","0.37"
"G100288805","0.7","2 (0.043-95)","0.13","0.72"
"G8632","0.95","2.6 (0.21-32)","0.54","0.46"
"G150596","-2","0.13 (0.003-6)","1.1","0.3"
"G100288966","0.51","1.7 (0.083-33)","0.11","0.74"
"G283165","-0.62","0.54 (0.081-3.5)","0.42","0.52"
"G284339","0.24","1.3 (0.53-3.1)","0.29","0.59"
"G145858","-2.8","0.064 (0.0047-0.85)","4.3","0.038"
"G254187","-0.49","0.61 (0.052-7.2)","0.15","0.7"
"G144360","-3.6","0.028 (0.001-0.8)","4.4","0.036"
"G151278","0.15","1.2 (0.38-3.6)","0.07","0.8"
"G284099","-0.039","0.96 (0.075-12)","0","0.98"
"G146279","-0.93","0.39 (0.058-2.7)","0.9","0.34"
"G283455","0.091","1.1 (0.15-7.9)","0.01","0.93"
"G5075","-0.17","0.84 (0.066-11)","0.02","0.9"
"G157739","0.58","1.8 (0.16-20)","0.23","0.63"
"G439916","-1.9","0.15 (0.0065-3.6)","1.4","0.25"
"G327657","0.73","2.1 (0.4-11)","0.75","0.39"
"G26223","-0.66","0.52 (0.018-15)","0.15","0.7"
"G11217","0.1","1.1 (0.27-4.5)","0.02","0.89"
"G114299","-0.18","0.83 (0.08-8.7)","0.02","0.88"
"G445815","0.1","1.1 (0.27-4.5)","0.02","0.89"
"G117196","0.64","1.9 (0.11-34)","0.19","0.66"
"G144568","-1.9","0.15 (0.0058-3.8)","1.3","0.25"
"G130749","-0.026","0.97 (0.18-5.4)","0","0.98"
"G2830","-0.034","0.97 (0.066-14)","0","0.98"
"G259283","-5.6","0.0038 (6.3e-05-0.23)","7.1","0.0077"
"G9125","-0.17","0.84 (0.14-5)","0.04","0.85"
"G125111","0.11","1.1 (0.19-6.7)","0.02","0.9"
"G3228","0.32","1.4 (0.41-4.6)","0.26","0.61"
"G55350","1.2","3.3 (0.31-36)","0.97","0.33"
"G150678","0.68","2 (0.073-53)","0.16","0.69"
"G222894","-0.42","0.66 (0.12-3.8)","0.22","0.64"
"G170949","2.9","18 (2-160)","6.7","0.0098"
"G100287083","2.9","18 (2-160)","6.7","0.0098"
"G246705","-2.4","0.092 (0.0015-5.5)","1.3","0.25"
"G140596","0.66","1.9 (0.51-7.3)","0.95","0.33"
"G503618","0.66","1.9 (0.51-7.3)","0.95","0.33"
"G338323","1.6","4.8 (0.22-110)","0.98","0.32"
"G1607","2.3","10 (1.6-66)","6.1","0.013"
"G126204","0.23","1.3 (0.12-13)","0.04","0.85"
"G126205","-0.4","0.67 (0.054-8.2)","0.1","0.75"
"G338321","0.53","1.7 (0.64-4.5)","1.2","0.28"
"G6877","0.75","2.1 (0.85-5.3)","2.6","0.11"
"G80834","-0.86","0.42 (0.027-6.6)","0.38","0.54"
"G3688","-0.047","0.95 (0.14-6.6)","0","0.96"
"G5046","1.2","3.4 (0.81-14)","2.8","0.094"
"G84905","0.31","1.4 (0.37-5)","0.21","0.65"
"G56704","0.84","2.3 (1.2-4.4)","6.6","0.01"
"G338322","1.4","4 (0.32-49)","1.2","0.28"
"G5905","0.68","2 (0.77-5.1)","2","0.16"
"G10150","0.81","2.3 (1-5.1)","3.9","0.049"
"G319101","-0.63","0.53 (0.025-11)","0.16","0.69"
"G4512","1.3","3.6 (0.25-51)","0.9","0.34"
"G121391","-1.2","0.29 (0.015-5.7)","0.66","0.42"
"G3177","-0.23","0.79 (0.045-14)","0.03","0.87"
"G4009","0.052","1.1 (0.18-6.2)","0","0.95"
"G202243","0.17","1.2 (0.41-3.4)","0.1","0.75"
"G83550","-1.9","0.15 (0.013-1.8)","2.2","0.14"
"G286676","-0.067","0.93 (0.35-2.5)","0.02","0.89"
"G317701","0.19","1.2 (0.098-15)","0.02","0.88"
"G317705","-0.35","0.7 (0.085-5.8)","0.11","0.74"
"G4536","0.33","1.4 (0.35-5.6)","0.21","0.64"
"G83551","-0.51","0.6 (0.037-9.8)","0.13","0.72"
"G259285","-0.012","0.99 (0.12-8)","0","0.99"
"G5726","-1","0.36 (0.045-2.9)","0.92","0.34"
"G259286","1.6","4.9 (0.11-220)","0.68","0.41"
"G259287","-1.6","0.2 (0.013-3.3)","1.2","0.26"
"G134285","0.48","1.6 (0.23-12)","0.24","0.63"
"G317703","0.61","1.8 (0.2-17)","0.3","0.59"
"G259296","-1.5","0.22 (0.0079-5.9)","0.82","0.36"
"G926","-1.5","0.23 (0.035-1.6)","2.2","0.13"
"G100996919","-1.2","0.29 (0.057-1.5)","2.2","0.13"
"G140733","0.015","1 (0.54-1.9)","0","0.96"
"G23576","1","2.9 (1.2-7.1)","5.2","0.023"
"G196500","-1.6","0.2 (0.013-2.9)","1.4","0.23"
"G4508","1","2.7 (0.38-19)","0.98","0.32"
"G3010","0.17","1.2 (0.16-8.7)","0.03","0.87"
"G4513","-1.4","0.25 (0.0056-11)","0.52","0.47"
"G114757","0.039","1 (0.2-5.3)","0","0.96"
"G1943","0.6","1.8 (0.64-5.2)","1.2","0.26"
"G338376","0.69","2 (0.078-51)","0.17","0.68"
"G4541","-0.39","0.68 (0.37-1.2)","1.7","0.2"
"G10407","-0.12","0.88 (0.076-10)","0.01","0.92"
"G653423","-0.27","0.76 (0.063-9.3)","0.04","0.83"
"G285672","0.62","1.9 (0.8-4.3)","2.1","0.15"
"G7069","-1.4","0.26 (0.021-3.2)","1.1","0.29"
"G79742","0.82","2.3 (0.32-16)","0.67","0.41"
"G4104","-0.4","0.67 (0.31-1.4)","1.1","0.3"
"G100533997","-0.4","0.67 (0.31-1.4)","1.1","0.3"
"G283932","-2.6","0.074 (0.0062-0.89)","4.2","0.04"
"G56655","-1.1","0.32 (0.039-2.6)","1.1","0.29"
"G4537","-0.44","0.64 (0.0031-130)","0.03","0.87"
"G30011","-0.9","0.41 (0.1-1.6)","1.6","0.2"
"G10158","-0.25","0.78 (0.56-1.1)","2.1","0.15"
"G100131997","2","7.6 (0.6-95)","2.4","0.12"
"G100289124","2","7.6 (0.6-95)","2.4","0.12"
"G644165","0.33","1.4 (0.075-26)","0.05","0.83"
"G6887","0.88","2.4 (0.28-21)","0.65","0.42"
"G3640","-0.4","0.67 (0.11-4.1)","0.19","0.66"
"G50511","-0.22","0.8 (0.038-17)","0.02","0.89"
"G259236","0.037","1 (0.14-7.7)","0","0.97"
"G118430","-0.63","0.53 (0.18-1.5)","1.4","0.24"
"G64225","0.52","1.7 (0.76-3.7)","1.7","0.2"
"G193629","-1.8","0.16 (0.0055-4.8)","1.1","0.29"
"G283212","0.83","2.3 (0.43-12)","0.96","0.33"
"G117608","-1","0.35 (0.1-1.2)","2.7","0.099"
"G2296","-0.012","0.99 (0.5-2)","0","0.97"
"G100128202","-0.54","0.58 (0.11-3)","0.42","0.52"
"G101929344","-0.54","0.58 (0.11-3)","0.42","0.52"
"G129868","0.67","1.9 (0.78-4.9)","2","0.16"
"G653192","0.67","1.9 (0.78-4.9)","2","0.16"
"G287015","0.79","2.2 (0.18-27)","0.38","0.54"
"G161835","-0.48","0.62 (0.097-4)","0.26","0.61"
"G84843","-0.69","0.5 (0.053-4.7)","0.36","0.55"
"G283742","-0.6","0.55 (0.19-1.6)","1.3","0.26"
"G124989","0.42","1.5 (0.053-44)","0.06","0.81"
"G153745","-0.02","0.98 (0.13-7.6)","0","0.99"
"G219621","-0.84","0.43 (0.033-5.6)","0.42","0.52"
